25	Grammatical Theory
46	Einführung in die grammatische Beschreibung¹
101	Einführung in die grammatische Beschreibung²
46101	Einführung in die grammatische Beschreibung
48	Natural causes
49	The Talking Heads experiment
17	A grammar of Pite Saami
88	Thoughs on grammaticalization
22	The Alor-Pantar languages¹
76	New directions in corpus-based translation studies
81	The future of dialects
94	Advances in the study of Siouan
121	Diversity in African languages
108	Eyetracking and Applied Linguistics
